date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:35	4832/4832	---M--	200	added ('OK')	image/jpeg	etag:%222ca02ab-12e0-54a258a7a158c%22	http://tahsinscreation.com/mysite/resumate-updated/images/comment/img2.jpg	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/images/comment/img2.jpg	(from http://tahsinscreation.com/mysite/resumate-updated/single-blog.html)
16:19:40	714438/714438	---M--	200	added ('OK')	image/jpeg	etag:%222ca0289-ae6c6-54a2587be5f24%22	http://tahsinscreation.com/mysite/resumate-updated/images/img-bg.jpg	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/images/img-bg.jpg	(from http://tahsinscreation.com/mysite/resumate-updated/css/style.css)
16:19:43	137795/137795	---M--	200	added ('OK')	image/jpeg	etag:%222ca02a5-21a43-54a2589f570fd%22	http://tahsinscreation.com/mysite/resumate-updated/images/blog/single-blog.jpg	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/images/blog/single-blog.jpg	(from http://tahsinscreation.com/mysite/resumate-updated/single-blog.html)
16:19:44	591668/591668	---M--	200	added ('OK')	image/jpeg	etag:%222ca0286-90734-54a258701f571%22	http://tahsinscreation.com/mysite/resumate-updated/images/contact.jpg	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/images/contact.jpg	(from http://tahsinscreation.com/mysite/resumate-updated/css/style.css)
16:19:45	10048/10048	---M--	200	added ('OK')	text/css	etag:%222ca0265-2740-54a2583f1ba9b%22	http://tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css	(from http://tahsinscreation.com/mysite/resumate-updated/index-youtube.html)
16:19:45	751/751	---M--	200	added ('OK')	application/javascript	etag:%222ca02a0-2ef-54a25895731d6%22	http://tahsinscreation.com/mysite/resumate-updated/js/youtube-video.js	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/js/youtube-video.js	(from http://tahsinscreation.com/mysite/resumate-updated/index-youtube.html)
16:19:46	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Mar%202017%2010:45:30%20GMT	http://tahsinscreation.com/mysite/resumate-updated/css/font/ytp-regular.eot	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/css/font/ytp-regular.51.delayed	(from http://tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css)
16:19:47	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Mar%202017%2010:45:30%20GMT	http://tahsinscreation.com/mysite/resumate-updated/css/images/raster.png	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/css/images/raster.png	(from http://tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css)
16:19:47	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Mar%202017%2010:45:30%20GMT	http://tahsinscreation.com/mysite/resumate-updated/css/images/raster@2x.png	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/css/images/raster@2x.png	(from http://tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css)
16:19:47	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Mar%202017%2010:45:30%20GMT	http://tahsinscreation.com/mysite/resumate-updated/css/images/raster_dot.png	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/css/images/raster_dot.png	(from http://tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css)
16:19:47	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Mar%202017%2010:45:31%20GMT	http://tahsinscreation.com/mysite/resumate-updated/css/images/raster_dot@2x.png	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/css/images/raster_dot@2x.png	(from http://tahsinscreation.com/mysite/resumate-updated/css/jquery.mb.YTPlayer.css)
16:19:49	61557/61557	---M--	200	added ('OK')	application/javascript	etag:%222ca0293-f075-54a2588aa77b4%22	http://tahsinscreation.com/mysite/resumate-updated/js/jquery.mb.YTPlayer.src.js	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/js/jquery.mb.YTPlayer.src.js	(from http://tahsinscreation.com/mysite/resumate-updated/index-youtube.html)
16:19:53	130420/130420	---M--	200	added ('OK')	image/jpeg	etag:%222ca0283-1fd74-54a25868c028c%22	http://tahsinscreation.com/mysite/resumate-updated/images/blog-introduce.jpg	D:/Sara/Portfolios/tahsinscreation.com/mysite/resumate-updated/images/blog-introduce.jpg	(from http://tahsinscreation.com/mysite/resumate-updated/css/single-blog.css)
